"Cold Mountain",3.5,0375402926,5.68486284419,6.23731901257,6.61869574333,83.7879947619,8.69273023915,29.6770310773,8.07117603723,2.1724137931,8.21043848161,4.11692482168,1.25585698511,16.5532062049,10121.0,0.0754767660489,689729,210400,167535,12645,10121,1,21987,8676,39819,3877,1794,466,3039,805,777,314,1165,233
"The Corrections - Jonathan Franzen",3.0,0783897677,6.28411070995,6.37517557341,7.8735188991,75.6344564027,9.5180635277,32.7556899886,9.37226157032,2.64272572884,9.13041783145,4.37609246281,1.37821714005,14.3875601472,14132.0,0.0991761957457,889769,280226,203325,20165,14132,1,37347,19128,61555,5852,1806,648,3250,1021,1762,218,888,304
"Code to Zero",3.0,0451204530,4.3554170273,4.28023056662,6.24590938603,85.603765441,7.67061451771,27.9081940017,8.04982279167,1.91714015152,8.4120469213,4.16127657514,1.28636737857,12.2212357955,8448.0,0.0895346021599,429631,132811,103245,9244,8448,1,16196,7181,27262,3648,1443,270,2690,531,737,160,716,208
"The Eye of the World - Robert Jordan",4.0,0312850093,4.18953947243,4.29627443346,6.16452429979,87.2132414451,6.89768172735,25.9977149587,7.22964253148,1.68676867687,8.03245139219,4.13963709247,1.26451221734,12.4571674559,25553.0,0.0428942127055,1317721,402517,318318,13654,25553,1,43102,15238,76164,9423,4585,769,5517,1334,969,490,2594,661
"War of Honor - David Weber",3.0,0743471679,8.75591355233,9.10946982086,9.20763703878,65.136520942,11.9744082809,40.1444485801,10.9742816912,4.00240700219,9.60606455703,4.5260794381,1.4536472654,18.4432713348,18280.0,0.0474012511012,1525936,490087,337143,15981,18280,1,73164,38747,107928,10153,4614,1831,3281,1652,4826,127,942,551
"Me Talk Pretty One Day - Sedaris, David",4.0,1586210661,7.26111480574,7.56719989855,7.77931209398,74.1912993176,10.8307758367,35.3227394564,10.0890777386,3.11901081917,9.06889228872,4.29770206255,1.35781328155,17.5100463679,3882.0,0.14302527437,292132,92296,67974,9722,3882,1,12108,6503,19647,2060,870,31,1319,249,606,147,417,162
"Abduction",2.5,042517736,4.75185155307,4.28021495681,7.09019512516,78.8291710269,7.74766339851,29.0989880811,8.30140391432,1.9111172771,9.12794771119,4.39564956357,1.39293400453,10.0134110248,10812.0,0.0874982681384,475895,150806,108265,9473,10812,1,20663,10129,34247,3948,1017,178,1704,605,1204,130,573,253
"This Boy's Life, a memoir",4.0,0802136680,3.43997199785,3.17514589998,5.09386822255,91.1948579063,6.53187238114,24.1721266291,7.03759461608,1.45904284919,8.50314189486,3.98459536622,1.2268275129,11.6754034502,17970.0,0.0650407279071,835996,257397,209807,13646,17970,1,26219,9765,56970,6121,1968,541,5565,807,712,291,1209,285
"The Street Lawyer - John Grisham",3.0,0440225701,4.2238881656,3.78742665877,6.1901486675,84.0589957659,7.50202620055,27.3170369551,8.07477482717,1.78523350937,8.64943291573,4.20492289442,1.32138483909,10.8244796521,9657.0,0.0883844181686,439549,138127,104532,9239,9657,1,17240,8290,29632,3954,1281,244,3317,472,820,189,881,233
"Armstrong, Lance - It's Not About The Bike",4.5,1565114485,3.98867541078,3.55534984588,5.42169557847,87.8932358748,7.82115749259,26.4656810862,8.21052485869,1.73662229183,8.84000253794,4.02763162177,1.26159454094,12.0304098147,7662.0,0.0971066535036,371255,116290,92177,8951,7662,1,13306,6934,26893,3176,1104,307,2722,708,666,163,426,260
